score,ein,name,city,county,zip,ntee,files_990pf,foundation_cd,assets,income,revenue,signals
60,461593016,JOAN ARMOUR MENDELL FOUNDATION INC,Sarasota,Sarasota,34237,T20,Y,04,2813822,630734,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,876540286,BIRCH ISLAND FOUNDATION,Sarasota,Sarasota,34236,T22,Y,04,2811803,11675907,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,261609483,SHANK FAMILY FOUNDATION,Sarasota,Sarasota,34236,T21,Y,04,2670007,1059894,0,ntee-grantmaker:T21;files-990PF;private-foundation:04;name:foundation
60,656248208,ANNETTE J HAGENS MEMORIAL FOUNDATION,Sarasota,Sarasota,34236,T20Z,Y,04,2642594,360803,0,ntee-grantmaker:T20Z;files-990PF;private-foundation:04;name:foundation
60,273978348,KUTYA MAJOR FOUNDATION,Sarasota,Sarasota,34236,T22,Y,04,2552279,1115478,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,832785988,DONNELLY FAMILY FOUNDATION CORP,Sarasota,Sarasota,34242,T20,Y,04,2530597,1474632,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,261146556,GORDON FAMILY FOUNDATION,Sarasota,Sarasota,34241,T20,Y,04,2518463,445838,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,456660955,THE BRUNJES FAMILY CHARITABLE TRUST,Longboat Key,Sarasota,34228,T22,Y,04,2441956,1677443,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,656217967,SACK FAMILY FOUNDATION,Longboat Key,Sarasota,34228,T22Z,Y,04,2396524,1025251,0,ntee-grantmaker:T22Z;files-990PF;private-foundation:04;name:foundation
60,113332090,OLIN FAMILY FOUNDATION INC,Longboat Key,Sarasota,34228,T31J,Y,04,2332847,137156,0,ntee-grantmaker:T31J;files-990PF;private-foundation:04;name:foundation
60,923634763,EVALYN SADLIER JONES FOUNDATION INC,Sarasota,Sarasota,34233,T12,Y,04,2255874,426796,0,ntee-grantmaker:T12;files-990PF;private-foundation:04;name:foundation
60,311471764,TILLIE JENNIE AND HAROLD SCHAWARTZ FOUNDATION INC,Sarasota,Sarasota,34237,T22Z,Y,04,2190765,297099,0,ntee-grantmaker:T22Z;files-990PF;private-foundation:04;name:foundation
60,460499146,PORTER FAMILY FOUNDATION,Longboat Key,Sarasota,34228,T22,Y,04,2179444,575574,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,656338689,BURRUSS FOUNDATION TR 033100,Sarasota,Sarasota,34236,T22,Y,04,2163006,327742,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,261392806,KIMBERLY A FOUNDATION CORP,Longboat Key,Sarasota,34228,T20,Y,04,2012711,278404,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,843901985,BE IN MCCORMACK FOUNDATION INC,Bradenton,Manatee,34206,T22,Y,04,2005701,1160900,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,651107943,BETY N GILES CHARITABLE FOUNDATION INC,Sarasota,Sarasota,34236,T22,Y,04,2004267,5877,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,854312421,DOLLRIES FAMILY FOUNDATION,Sarasota,Sarasota,34236,T20,Y,04,1998378,541270,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,383631938,THE DEAN FAMILY FOUNDATION,Venice,Sarasota,34285,T22,Y,04,1986022,107179,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,364482898,JOHN D & LESLIE HENNER BURNS FAM FOUNDATION,Osprey,Sarasota,34229,T22,Y,04,1964467,1811053,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,453568792,FRANK J AND LENORA DUPUIS FOUNDATION INC,Sarasota,Sarasota,34236,T20,Y,04,1950585,863731,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,831932833,WHITCRAFT FAMILY CHARITABLE TRUST,Sarasota,Sarasota,34231,T22,Y,04,1879062,4238202,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,203963153,VERNON G & SANDRA J C BUCHANAN FAMILY FOUNDATION INC,Sarasota,Sarasota,34237,T20,Y,04,1867806,778216,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,306201571,BERNATCHEZ FAMILY FOUNDATION TR UA 12132006,Sarasota,Sarasota,34236,T22,Y,04,1845388,547578,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,046919219,LEE FAMILY FOUNDATION TR,Sarasota,Sarasota,34231,T20,Y,04,1818498,1310615,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,208120780,THE EL SHAHAWY FAMILY FOUNDATION INC,Sarasota,Sarasota,34239,T22,Y,04,1750097,2056339,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,830345103,DOR FAMILY FOUNDATION,Sarasota,Sarasota,34236,T22,Y,04,1692924,101415,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,453975185,CATHERINE AND FRANCIS BURZIK FOUNDATION,Sarasota,Sarasota,34236,T22,Y,04,1663869,2144891,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,854226710,JOE & MICHELLE VERBRUGGE FAMILY FOUNDATION,Holmes Beach,Manatee,34217,T20,Y,04,1662725,615482,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,542107496,WINFIELD C COOK & ISABELLE K COOK CHARITABLE FOUNDATION INC,Sarasota,Sarasota,34236,T20,Y,04,1641729,353525,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,760520860,W J & LELA BUDWINE FOUNDATION INC,Bradenton,Manatee,34212,T30Z,Y,04,1641416,47994,0,ntee-grantmaker:T30Z;files-990PF;private-foundation:04;name:foundation
60,874086349,BRAVEHER FOUNDATION INC,Longboat Key,Sarasota,34228,T22,Y,04,1598582,668382,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,276888664,FRIEND OF THE FATHERLESS FOUNDATION,Sarasota,Sarasota,34237,T20,Y,04,1575314,200641,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,141765972,BOB & GINGER CANNON BAILEY FOUNDATION INC,Sarasota,Sarasota,34242,T20Z,Y,04,1495700,451390,0,ntee-grantmaker:T20Z;files-990PF;private-foundation:04;name:foundation
60,811790335,JOHN GALANTI FOUNDATION INC,Holmes Beach,Manatee,34217,T20,Y,04,1461135,165060,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,205589596,DAVIS-MCCULLOUGH FOUNDATION INC,Osprey,Sarasota,34229,T20,Y,04,1452601,305624,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,010722408,WASSERMAN FOUNDATION,Sarasota,Sarasota,34236,T30,Y,04,1427084,858080,0,ntee-grantmaker:T30;files-990PF;private-foundation:04;name:foundation
60,822300696,EVERETT W ERDOESY AND GRETHA M ERDOESY FOUNDATION,Sarasota,Sarasota,34233,T20,Y,04,1424147,664728,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,922412335,LANCASTER WOODRUFF FOUNDATION,Sarasota,Sarasota,34239,T20,Y,04,1363136,2276446,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,263537164,KING LOGIE FOUNDATION INC,North Port,Sarasota,34287,T22,Y,04,1357001,325008,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,464388864,JOHNSON-POLIOS FOUNDATION,Sarasota,Sarasota,34235,T20,Y,04,1328920,2310905,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,843547682,EDNA M AND AARON E GINGERICH FOUNDATION INCORPORATED,Sarasota,Sarasota,34276,T12,Y,03,1326930,84222,0,ntee-grantmaker:T12;files-990PF;private-foundation:03;name:foundation
60,311623869,ULLMANN FAMILY FOUNDATION INC,Longboat Key,Sarasota,34228,T22,Y,04,1306716,202270,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,816700239,JAMES E DAVIS AND SUSAN FROST DAVIS FOUNDATION,Sarasota,Sarasota,34236,T20,Y,04,1293681,159931,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,263732658,URBAN AND SHELLEY MEYER FAMILY FOUNDATION INC,Sarasota,Sarasota,34242,T22,Y,04,1270597,607404,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,223693581,RON MORRIS FAMILY FOUNDATION,Sarasota,Sarasota,34236,T20,Y,04,1217395,261921,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,814491626,DILLMAN FAMILY FOR THE LEAST OF THESE FOUNDATION,Nokomis,Sarasota,34275,T22,Y,04,1206841,650700,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,352191686,FORSTROM FAMILY FOUNDATION,Sarasota,Sarasota,34243,T20,Y,04,1114114,247488,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,854143289,DEVITT-RISSE FAMILY FOUNDATION,Nokomis,Sarasota,34275,T22,Y,04,1088842,354797,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,471890842,KOCH FAMILY LEGACY FOUNDATION,Bradenton,Manatee,34212,T22,Y,04,1080004,89334,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,856810922,MARY MOOTY KILEEN AND TOM KILEEN FAMILY FOUNDATION,Longboat Key,Sarasota,34228,T20,Y,04,1074150,394410,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,273980980,MILMAN-KOVER FAMILY CHARITABLE FOUNDATION TRUST,Sarasota,Sarasota,34236,T22,Y,04,1028122,107405,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,274256502,SUTTON FAMILY FOUNDATION,Venice,Sarasota,34293,T22,Y,04,1020505,95011,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,846870367,SWANSON FAMILY FOUNDATION,Sarasota,Sarasota,34231,T20,Y,04,1018842,227732,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,814306908,HUMPHREY FAMILY FOUNDATION INC,Bradenton,Manatee,34202,T22,Y,04,993940,77958,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,836691102,BROMARK FAMILY FOUNDATION UAD 01-11-2019,Sarasota,Sarasota,34240,T22,Y,04,972391,353544,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,271565620,MORAVITS FAMILY FOUNDATION,Sarasota,Sarasota,34234,T22,Y,04,955935,91983,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,562307848,KAYLA MITCHELL FOUNDATION,Sarasota,Sarasota,34230,T22,Y,04,910714,33019,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,814580388,ESSNER FAMILY FOUNDATION,Sarasota,Sarasota,34236,T22,Y,04,905688,298080,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,874476515,RAFRANCO FOUNDATION,Sarasota,Sarasota,34239,T20,Y,04,894134,160050,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,133914838,JANE AND RABBI ABRAHAM KRANTZ FAMILY FOUNDATION,Sarasota,Sarasota,34238,T99Z,Y,04,880013,184366,0,ntee-grantmaker:T99Z;files-990PF;private-foundation:04;name:foundation
60,884272812,CAROLE AND DOUG MAIBACH FAMILY FOUNDATION INC,Parrish,Manatee,34219,T20,Y,04,869826,925369,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,206802824,TRIPLETT FAM FOUNDATION TR,Parrish,Manatee,34219,T20,Y,04,860088,595204,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,464380504,MUELLER HOISEL WANGER CHARITABLE FOUNDATION,Venice,Sarasota,34285,T20,Y,04,846536,227871,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,650939291,GASTON DUFRESNE FOUNDATION FOR THE PERFORMING ARTS,Sarasota,Sarasota,34277,T220,Y,04,789194,126510,0,ntee-grantmaker:T220;files-990PF;private-foundation:04;name:foundation
60,656260563,HERMAN E & HELEN H TURNER FOUNDATION TRUST,Holmes Beach,Manatee,34217,T22,Y,04,781441,264163,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,331722493,WEST FAMILY FOUNDATION TRUST,Venice,Sarasota,34285,T22,Y,03,781325,1497225,0,ntee-grantmaker:T22;files-990PF;private-foundation:03;name:foundation
60,871752355,FALKNER FAMILY FOUNDATION INC,Myakka City,Manatee,34251,T23,Y,03,780903,186311,0,ntee-grantmaker:T23;files-990PF;private-foundation:03;name:foundation
60,822715709,PIERRE AND KATHRYN MCCORMICK FAMILY FOUNDATION INC,Longboat Key,Sarasota,34228,T22,Y,04,725185,624036,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,260163820,THEDA BOHRER WENDY AND TRACEY SHAPIRO CHARITABLE FOUNDATION INC,Sarasota,Sarasota,34237,T20,Y,04,723747,111961,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,954824569,BERNARD LEWIS CHARITABLE FOUNDATION,Longboat Key,Sarasota,34228,T20,Y,04,717172,20208,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,200464855,BIRK FOUNDATION,Sarasota,Sarasota,34236,T22,Y,04,706835,222082,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,656279593,THE GARY W WOOD FOUNDATION IRREVOCABLE TRUST,Venice,Sarasota,34292,T22,Y,04,694076,49650,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,880646382,GELFENBEIN-KAPLAN CHARITABLE FOUNDATION INC,Bradenton,Manatee,34202,T20,Y,04,689025,394436,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,367296696,RONALD AND GERI YONOVER FOUNDATION,Longboat Key,Sarasota,34228,T30,Y,04,684152,218022,0,ntee-grantmaker:T30;files-990PF;private-foundation:04;name:foundation
60,854324690,CHARLES AND BARBARA DEWEY FAMILY FOUNDATION,Osprey,Sarasota,34229,T20,Y,04,667202,581288,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,934980028,FAWKES FOUNDATION INC,Venice,Sarasota,34284,T22,Y,04,665715,274317,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,596153330,SARASOTA ROTARY FOUNDATION INC,Sarasota,Sarasota,34230,T30,,15,640062,195830,184564,name:service-club;ntee-grantmaker:T30;name:foundation
60,650812002,DODT FAMILY FOUNDATION INC,Bradenton,Manatee,34209,T20Z,Y,04,639325,26398,0,ntee-grantmaker:T20Z;files-990PF;private-foundation:04;name:foundation
60,650620355,RUBIN CHARITABLE FOUNDATION,Sarasota,Sarasota,34237,T22Z,Y,04,633887,38765,0,ntee-grantmaker:T22Z;files-990PF;private-foundation:04;name:foundation
60,371549358,MORTON J AND BERNICE W SKIRBOLL FAMILY FOUNDATION,Longboat Key,Sarasota,34228,T20,Y,04,632433,450709,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,311627480,RICHARD B SNEED FOUNDATION,Sarasota,Sarasota,34240,T20,Y,04,629788,157806,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,911834655,DALE AND PATSY HOSMAN FAMILY FOUNDATION INC,Englewood,Sarasota,34224,T22Z,Y,04,628108,162982,0,ntee-grantmaker:T22Z;files-990PF;private-foundation:04;name:foundation
60,463698549,JW & P BLAKELY FAMILY FOUNDATION,Sarasota,Sarasota,34231,T20,Y,04,621210,83612,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,352093923,DUNHAM FAMILY FOUNDATION INC,North Port,Sarasota,34286,T22,Y,04,606689,248918,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,010800004,PIERCE FAMILY FOUNDATION,Longboat Key,Sarasota,34228,T22,Y,04,571649,246128,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,201972244,THE JIM AND ELLEN WHITE FAMILY FOUNDATION INC,Sarasota,Sarasota,34241,T22,Y,04,541405,32250,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,462626072,E LIBERTY FOUNDATION INC,Sarasota,Sarasota,34231,T22,Y,04,530266,30991,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,936494851,WYMAN FAMILY FOUNDATION TR DTD 6-6-2023,Longboat Key,Sarasota,34228,T22,Y,04,521229,17548,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,113270612,FRANK CASSATA FAMILY FOUNDATION,Sarasota,Sarasota,34233,T20J,Y,04,518461,17774,0,ntee-grantmaker:T20J;files-990PF;private-foundation:04;name:foundation
60,522007516,JOAN AND MARSHALL CUTLER FAMILY FOUNDATION INC,Longboat Key,Sarasota,34228,T22Z,Y,04,513072,479029,0,ntee-grantmaker:T22Z;files-990PF;private-foundation:04;name:foundation
60,651110612,ANGUS W GRAHAM JR FAMILY FOUNDATION INC,Bradenton,Manatee,34209,T20,Y,04,506904,300855,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,450839936,FALL CREEK VALLEY FOUNDATION INC,Venice,Sarasota,34293,T21,Y,04,481829,15036,0,ntee-grantmaker:T21;files-990PF;private-foundation:04;name:foundation
60,651062193,BILOUS FAMILY CHARITABLE FOUNDATION INC,Osprey,Sarasota,34229,T22,Y,04,479475,35799,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,842116385,INTERCHANGE FOUNDATION INC,Siesta Key,Sarasota,34242,T99,Y,04,477163,17335,0,ntee-grantmaker:T99;files-990PF;private-foundation:04;name:foundation
60,923655650,JEROME CRICK FOUNDATION INC,Nokomis,Sarasota,34275,T23,Y,04,468668,1,0,ntee-grantmaker:T23;files-990PF;private-foundation:04;name:foundation
60,651062266,SAVIDGE FAMILY FOUNDATION INC,Sarasota,Sarasota,34241,T22,Y,04,464441,105954,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,356725404,WHELAN FAMILY FOUNDATION,Holmes Beach,Manatee,34217,T22,Y,04,460836,74294,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,834472724,RON AND MARLA WOLF FAMILY FOUNDATION INC,Sarasota,Sarasota,34236,T20,Y,04,458568,11772,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,870627584,BILLY J AND JEANE S MARTIN FOUNDATION,Sarasota,Sarasota,34240,T22,Y,04,452868,76058,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,263910551,LAN FAMILY FOUNDATION,Sarasota,Sarasota,34232,T22,Y,04,449467,64367,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,851101241,DAVID AND MYRNA BAND FAMILY FOUNDATION INC,Sarasota,Sarasota,34237,T20,Y,04,444175,38041,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,200253270,PRICE FAMILY FOUNDATION INC,Sarasota,Sarasota,34239,T22,Y,04,438435,1116516,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,223417520,AKHOURY FOUNDATION INC,Longboat Key,Sarasota,34228,T20Z,Y,04,426124,647425,0,ntee-grantmaker:T20Z;files-990PF;private-foundation:04;name:foundation
60,205956773,SANDOR FAMILY FOUNDATION,Sarasota,Sarasota,34236,T20,Y,04,424045,512610,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,851069040,SUSAN L BROWN AND ROBERT H THILL JR FAMILY FOUNDATION,Sarasota,Sarasota,34236,T22,Y,04,413179,21028,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,611632801,TERRANOVA EQUESTRIAN FOUNDATION INC,Bradenton,Manatee,34205,T20,Y,04,406905,300000,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,383208309,SANDY FAMILY FOUNDATION INC,Longboat Key,Sarasota,34228,T22Z,Y,04,383364,141732,0,ntee-grantmaker:T22Z;files-990PF;private-foundation:04;name:foundation
60,832068931,CHRISMAN FAMILY FOUNDATION INC,Sarasota,Sarasota,34236,T99,Y,04,375048,145274,0,ntee-grantmaker:T99;files-990PF;private-foundation:04;name:foundation
60,834289839,JAMES AND MARYANN ARMOUR FAMILY FOUNDATION INC,Sarasota,Sarasota,34234,T20,Y,04,368448,458533,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,461600757,CAROLYN J GABLE FOUNDATION,Sarasota,Sarasota,34236,T22,Y,04,364351,127040,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,861581658,HAWKS FAMILY FOUNDATION,Longboat Key,Sarasota,34228,T20,Y,04,362307,222000,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,306404110,THE KENNETH D MORGAN CHARITABLE FOUNDATION TRUST,Sarasota,Sarasota,34238,T99,Y,04,358558,144518,0,ntee-grantmaker:T99;files-990PF;private-foundation:04;name:foundation
60,201435228,MISSION FOUNDATION OF FLORIDA INC,Bradenton,Manatee,34207,T20,Y,04,346612,182485,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,200484903,ROWAN FOUNDATION INC,Osprey,Sarasota,34229,T20,Y,04,334042,14720,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,650885129,WANVIG FOUNDATION INC,Sarasota,Sarasota,34232,T22,Y,04,331561,145017,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,201915201,MICHAEL AND JEAN FREED FAMILY FOUNDATION,Longboat Key,Sarasota,34228,T22,Y,04,310766,202609,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,650835440,HARRIET AND RAYMOND BRUSH CHARITABLE FOUNDATION INC,Sarasota,Sarasota,34237,T20,Y,04,268723,82015,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,853835823,JOSEPH AND CYNTHIA VITALE FAMILY FOUNDATION,Venice,Sarasota,34293,T22,Y,04,265557,11931,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,814298358,HARGREAVES FAMILY CHARITABLE FOUNDATION,Sarasota,Sarasota,34236,T20,Y,04,264116,14076,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,461192441,ABE C KENNEDY AND ROSE H KENNEDY CHARITABLE FOUNDATION,Englewood,Sarasota,34223,T20,Y,04,261033,9990,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,831059995,BOSMA AND RALSTON FAMILY FOUNDATION,Longboat Key,Sarasota,34228,T20,Y,04,251506,5824,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,276339297,JOY A CUNNINGHAM CHARITABLE FOUNDATION TR,Sarasota,Sarasota,34236,T20,Y,04,243347,69499,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,651069761,MARIANNE AND BUD SIEGAL FAMILY FOUNDATION INC,Osprey,Sarasota,34229,T22,Y,04,239092,44013,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,311757743,CHARLES A MILLER JR FOUNDATION,Sarasota,Sarasota,34232,T22,Y,04,236688,10288,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,923270423,SIEGFRIED FAMILY FOUNDATION,Sarasota,Sarasota,34242,T22,Y,04,233474,222910,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,010805754,IRMA SCHUSTER FOUNDATION INC,Sarasota,Sarasota,34236,T20,Y,04,224399,217417,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,825105785,ROTARY CLUB OF PARRISH FLORIDA,Englewood,Sarasota,34224,P20,Y,04,223034,156684,0,name:service-club;files-990PF;private-foundation:04
60,920713294,AL-DAR FOUNDATION,Sarasota,Sarasota,34238,T22,Y,04,222287,558070,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,261298966,WISDOM FAMILY FOUNDATION,Sarasota,Sarasota,34242,T20,Y,04,214384,124395,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,453724410,CALDWELL FAMILY FOUNDATION,Sarasota,Sarasota,34277,T22,Y,04,213473,428566,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,844933973,GRAIN FAMILY FOUNDATION INC,Sarasota,Sarasota,34236,T20,Y,04,206191,273389,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,421566848,BETTY AND MARIE HEALY FAMILY FOUNDATION INC,Sarasota,Sarasota,34237,T22,Y,04,202632,13790,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,207340409,JEFFREY M HILL FOUNDATION TRUSTAGREEMENT,Venice,Sarasota,34293,T22,Y,04,201765,8042,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,460980164,FIRTH-LINK FAMILY FOUNDATION TRUST,Sarasota,Sarasota,34242,T22,Y,04,200426,47689,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,650882486,ZEDECK FAMILY FOUNDATION INC,Sarasota,Sarasota,34236,T20,Y,04,200321,24469,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,141723792,MELINA HUDSON FOUNDATION,Sarasota,Sarasota,34233,T20,Y,04,194415,27727,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,472629973,GEORGE AND MARIAMMA THOMAS FOUNDATION INC,Bradenton,Manatee,34209,T20,Y,04,187547,34274,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,383553476,DJD FOUNDATION,Sarasota,Sarasota,34238,T22,Y,04,173101,6727,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,272039971,J EDWIN JONES & MADALINE G JONES CHARITABLE FOUNDATION,Englewood,Sarasota,34223,T22,Y,04,166924,19856,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,332132553,STEVE AND JUDY COX FAMILY FOUNDATION 1 INC,Bradenton,Manatee,34204,T20,Y,04,166667,250000,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,814498691,PAUL MARSHALL CHARITABLE FOUNDATION INC,Sarasota,Sarasota,34234,T20,Y,04,161625,18228,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,274118620,BE A GIFT FOUNDATION,Longboat Key,Sarasota,34228,T20,Y,04,156436,65214,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,331192680,RAEBURN FAMILY FOUNDATION INC,Sarasota,Sarasota,34236,T22,Y,04,146734,12207,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,233021265,BENJAMIN B AND NATALIE O LEVIN FOUNDATION,Sarasota,Sarasota,34230,T22,Y,04,143703,5467,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,200536787,GARDIKES FAMILY FOUNDATION INC,Osprey,Sarasota,34229,T22,Y,04,143293,35209,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,650845132,PETER A WISH AND LESLIEBETH BERGER WISH FOUNDATION INC,Sarasota,Sarasota,34239,T20Z,Y,04,140415,25000,0,ntee-grantmaker:T20Z;files-990PF;private-foundation:04;name:foundation
