score,ein,name,city,county,zip,ntee,files_990pf,foundation_cd,assets,income,revenue,signals
40,396058301,TAYLOR FAMILY FOUNDATION INC,Bradenton,Manatee,34208,,Y,04,14282272,2064918,0,files-990PF;private-foundation:04;name:foundation
40,136117615,MOTE SCIENTIFIC FOUNDATION INC,Sarasota,Sarasota,34232,,Y,04,10740282,6288814,0,files-990PF;private-foundation:04;name:foundation
40,854146618,STEVE AND NATALEE HERRIG FAMILY FOUNDATION INC,Bradenton,Manatee,34209,T90,Y,04,9781998,5315473,0,files-990PF;private-foundation:04;name:foundation
40,477410894,MIRNER FAMILY FOUNDATION,Longboat Key,Sarasota,34228,T90,Y,04,9514447,2123189,0,files-990PF;private-foundation:04;name:foundation
40,061514402,RICHARD D DONCHIAN CHARITABLE FOUNDATION INC,Sarasota,Sarasota,34241,,Y,04,9502215,5663948,0,files-990PF;private-foundation:04;name:foundation
40,455537478,SKL FAMILY FOUNDATION,Nokomis,Sarasota,34275,P12,Y,04,8298068,9587153,0,files-990PF;private-foundation:04;name:foundation
40,650405758,JANET AND STANLEY KANE FOUNDATION INC,Sarasota,Sarasota,34236,,Y,04,6317498,160422,0,files-990PF;private-foundation:04;name:foundation
40,522274633,THE CHARLES & CHRISTINE SHIVERY FOUNDATION,Longboat Key,Sarasota,34228,Z99,Y,04,5940841,2231216,0,files-990PF;private-foundation:04;name:foundation
40,061514400,ALMA GIBBS DONCHIAN CHARITABLE FOUNDATION INCORPORATED,Sarasota,Sarasota,34241,,Y,04,5848824,3500061,0,files-990PF;private-foundation:04;name:foundation
40,866473047,DR AND MRS BERNHARD BOECKER FOUNDATION CHARITABLE TR,Sarasota,Sarasota,34235,,Y,04,5421232,988084,0,files-990PF;private-foundation:04;name:foundation
40,650439722,HARRY SUDAKOFF FOUNDATION INC,Sarasota,Sarasota,34237,,Y,04,5120386,1764874,0,files-990PF;private-foundation:04;name:foundation
40,263919566,DONTES DEN FOUNDATION INC,Myakka City,Manatee,34251,D99,Y,03,5082132,815264,0,files-990PF;private-foundation:03;name:foundation
40,650764285,KOSKI FAMILY FOUNDATION INC,Sarasota,Sarasota,34241,Z99Z,Y,04,4947456,3865572,0,files-990PF;private-foundation:04;name:foundation
40,954715236,EDWARD D AND ANNA MITCHELL FAMILY FOUNDATION A DELAWARE CORP,Sarasota,Sarasota,34230,P58,Y,04,4653995,170178,0,files-990PF;private-foundation:04;name:foundation
40,610921414,SCHMIDT FAMILY FOUNDATION INC,Sarasota,Sarasota,34236,A540,Y,04,4647496,913297,0,files-990PF;private-foundation:04;name:foundation
40,871986859,MACEIKONIS FAMILY FOUNDATION,Sarasota,Sarasota,34239,P01,Y,04,3905044,298514,0,files-990PF;private-foundation:04;name:foundation
40,204225372,SARA ROBERTS FOUNDATION INC,Sarasota,Sarasota,34236,D20,Y,04,3110005,370966,0,files-990PF;private-foundation:04;name:foundation
40,237043682,PAUL H PUSEY FOUNDATION,Sarasota,Sarasota,34277,,Y,04,3081933,1483474,0,files-990PF;private-foundation:04;name:foundation
40,596142359,LOUIE R & GERTRUDE MORGAN FOUNDATION INC,Sarasota,Sarasota,34232,,Y,04,2653183,558638,0,files-990PF;private-foundation:04;name:foundation
40,882706164,STUHLEY CHARITABLE FOUNDATION,Nokomis,Sarasota,34275,P20,Y,04,2389219,383722,0,files-990PF;private-foundation:04;name:foundation
40,366840926,PRIOR FAMILY CHARITABLE TRUST,Venice,Sarasota,34285,,Y,04,2285946,1019907,0,files-990PF;private-foundation:04;name:foundation
40,590777857,MAY K HOUCK FOUNDATION,Sarasota,Sarasota,34230,,Y,04,2207107,1009436,0,files-990PF;private-foundation:04;name:foundation
40,873898360,DR STEPHEN AND KIRSTEN HOSMAN FAMILY FOUNDATION INC,Englewood,Sarasota,34224,P12,Y,04,2074533,732749,0,files-990PF;private-foundation:04;name:foundation
40,853423234,GEORGE C PERREAULT FOUNDATION INC,Sarasota,Sarasota,34237,T90,Y,04,2037537,366502,0,files-990PF;private-foundation:04;name:foundation
40,592549476,JAY & BECKY KAISERMAN FOUNDATION,Sarasota,Sarasota,34236,,Y,04,2009575,4607505,0,files-990PF;private-foundation:04;name:foundation
40,465379815,MCCOMB FAMILY FOUNDATION,Sarasota,Sarasota,34239,W99,Y,03,1949376,71316,0,files-990PF;private-foundation:03;name:foundation
40,382680420,MR & MRS WAYNE B LYON FOUNDATION,Terra Ceia,Manatee,34250,,Y,04,1943647,1762176,0,files-990PF;private-foundation:04;name:foundation
40,650632704,ARTHUR S KARP FAMILY FOUNDATION INC,Sarasota,Sarasota,34238,T90Z,Y,04,1891638,494691,0,files-990PF;private-foundation:04;name:foundation
40,650416098,TARR CHARITABLE FAMILY FOUNDATION INC,Sarasota,Sarasota,34237,,Y,04,1873500,291212,0,files-990PF;private-foundation:04;name:foundation
40,656369744,JANICE S KELLY MEMORIAL FOUNDATION,Sarasota,Sarasota,34236,T70,Y,04,1832589,79131,0,files-990PF;private-foundation:04;name:foundation
40,650107997,THE KATHARINA & JOSEPH SCHOBER FOUNDATION INC,Sarasota,Sarasota,34238,,Y,04,1800263,907345,0,files-990PF;private-foundation:04;name:foundation
40,472791467,CURD FAMILY FOUNDATION INC,Sarasota,Sarasota,34236,T50,Y,04,1796215,100288,0,files-990PF;private-foundation:04;name:foundation
40,831948519,HORAN FAMILY FOUNDATION INC,Venice,Sarasota,34285,T50,Y,04,1728025,616570,0,files-990PF;private-foundation:04;name:foundation
40,823774139,JEAN AND WALT KITONIS CHARITABLE FOUNDATION,Venice,Sarasota,34285,T50,Y,04,1672142,70812,0,files-990PF;private-foundation:04;name:foundation
40,521379622,D R LONG FOUNDATION INC,Sarasota,Sarasota,34238,,Y,04,1621495,733944,0,files-990PF;private-foundation:04;name:foundation
40,472599330,YMCA YOUTH FOUNDATION OF THE CENTRAL ATLANTIC AREA,Sarasota,Sarasota,34236,O12,Y,04,1598316,28433,0,files-990PF;private-foundation:04;name:foundation
40,854310694,PINKERTON FAMILY FOUNDATION INC,Venice,Sarasota,34293,P30,Y,04,1551241,1230947,0,files-990PF;private-foundation:04;name:foundation
40,043382941,WILLIAM & GAYLE CHORSKE FAMILY FOUNDATION LTD,Sarasota,Sarasota,34236,T90Z,Y,04,1516624,710688,0,files-990PF;private-foundation:04;name:foundation
40,596153329,SARASOTA KIWANIS FOUNDATION INC,Sarasota,Sarasota,34236,S82Z,,15,1445771,56951,48972,name:service-club;name:foundation
40,357260831,COOK FAMILY FOUNDATION,Sarasota,Sarasota,34238,,Y,04,1395269,498186,0,files-990PF;private-foundation:04;name:foundation
40,331837478,ROPER FOUNDATION INC,Sarasota,Sarasota,34240,P20,Y,04,1388411,1394566,0,files-990PF;private-foundation:04;name:foundation
40,463937481,FOUNDATION FOR THE FIRST PRESBYTERIAN CHURCH OF SARASOTA IN,Sarasota,Sarasota,34237,X11,Y,04,1367370,1400737,0,files-990PF;private-foundation:04;name:foundation
40,946129856,TRACY FOUNDATION,Sarasota,Sarasota,34236,,Y,04,1342534,253409,0,files-990PF;private-foundation:04;name:foundation
40,222624220,RUTHANNE KOFFMAN CHARITABLE FOUNDATION,Sarasota,Sarasota,34232,,Y,04,1333672,471358,0,files-990PF;private-foundation:04;name:foundation
40,592583544,VENICE LIONS CLUB FOUNDATION INC,Venice,Sarasota,34292,S80Z,,16,1319226,115588,106590,name:service-club;name:foundation
40,592480884,BRADENTON ROTARY FOUNDATION INCORPORATED,Bradenton,Manatee,34206,S80Z,,15,1266328,222711,59598,name:service-club;name:foundation
40,650352871,JOHN J & LUCILLE C MADIGAN CHARITABLE FOUNDATION INC,Sarasota,Sarasota,34237,,Y,04,1222837,913266,0,files-990PF;private-foundation:04;name:foundation
40,843991577,BRADLEY FAMILY FOUNDATION TRUST,Longboat Key,Sarasota,34228,T90,Y,04,1192585,261181,0,files-990PF;private-foundation:04;name:foundation
40,311595419,SALIE FAMILY PRIVATE FOUNDATION,Sarasota,Sarasota,34234,X20Z,Y,04,1147808,130670,0,files-990PF;private-foundation:04;name:foundation
40,146049219,LEWIS FOUNDATION,Longboat Key,Sarasota,34228,,Y,04,1146457,254800,0,files-990PF;private-foundation:04;name:foundation
40,136077135,U M R FOUNDATION INC,Sarasota,Sarasota,34230,,Y,04,1141517,48230,0,files-990PF;private-foundation:04;name:foundation
40,232244767,THE JOEL AND GAIL MORGANROTH FAMILY FOUNDATION,Sarasota,Sarasota,34242,,Y,04,1121334,52920,0,files-990PF;private-foundation:04;name:foundation
40,650199642,DAVID LINDSAY FOUNDATION INC,Sarasota,Sarasota,34234,,Y,04,1107525,521172,0,files-990PF;private-foundation:04;name:foundation
40,326176794,STELFOX FOUNDATION 12012010,Sarasota,Sarasota,34239,,Y,04,1069498,49203,0,files-990PF;private-foundation:04;name:foundation
40,650807329,CHARLES L WACKERLE FOUNDATION INC,Sarasota,Sarasota,34233,X21Z,Y,04,1057769,131812,0,files-990PF;private-foundation:04;name:foundation
40,274311259,MARILYN H FARRISH FOUNDATION,Sarasota,Sarasota,34230,T90,Y,04,1053060,346179,0,files-990PF;private-foundation:04;name:foundation
40,237653033,ROSS J BORN AND WENDY G BORN CHARITABLE TRUST,Longboat Key,Sarasota,34228,,Y,04,1049228,519041,0,files-990PF;private-foundation:04;name:foundation
40,236805422,RSN FOUNDATION,Sarasota,Sarasota,34236,,Y,04,1040678,50939,0,files-990PF;private-foundation:04;name:foundation
40,856802069,JATH PRIVATE FOUNDATION,Venice,Sarasota,34293,,Y,04,930551,227058,0,files-990PF;private-foundation:04;name:foundation
40,650946333,RUTLEDGE CHARITABLE FOUNDATION INC,Sarasota,Sarasota,34236,,Y,04,814586,440742,0,files-990PF;private-foundation:04;name:foundation
40,650402203,THE CRAIG AND FLORI ROBERTS FAMILY FOUNDATION INC,Sarasota,Sarasota,34230,,Y,04,741562,102910,0,files-990PF;private-foundation:04;name:foundation
40,136160914,OLIAN FOUNDATION INC,Sarasota,Sarasota,34236,,Y,04,736485,904256,0,files-990PF;private-foundation:04;name:foundation
40,936449273,MERRY S GRAHAM CHARITABLE FOUNDATION TR OF12-9-21,Sarasota,Sarasota,34233,D20,Y,04,707582,29954,0,files-990PF;private-foundation:04;name:foundation
40,651077421,TOOMEY FOUNDATION FOR THE NATURAL SCIENCES INC,Bradenton,Manatee,34208,V21,Y,04,603887,55625,0,files-990PF;private-foundation:04;name:foundation
40,871614606,RIDGEVIEW CHARITABLE FOUNDATION,Sarasota,Sarasota,34231,F22,Y,04,583239,275849,0,files-990PF;private-foundation:04;name:foundation
40,311598507,HAROLD & EVELYN R DAVIS MEMORIAL FOUNDATION INC,Sarasota,Sarasota,34230,T90Z,Y,04,571035,76414,0,files-990PF;private-foundation:04;name:foundation
40,650102106,RUTH M FOY CHARITABLE FOUNDATION INC,Sarasota,Sarasota,34237,,Y,04,543100,386175,0,files-990PF;private-foundation:04;name:foundation
40,650193746,BILL C AND PATRICIA P BROWN CHARITABLE FOUNDATION INC,Sarasota,Sarasota,34236,,Y,04,525732,105549,0,files-990PF;private-foundation:04;name:foundation
40,933968912,DOCTORS IN TRAINING FOUNDATION INC,Sarasota,Sarasota,34238,,Y,03,524011,1015021,0,files-990PF;private-foundation:03;name:foundation
40,592748301,ROBERT K DIXON FOUNDATION INC,Nokomis,Sarasota,34275,,Y,04,509272,311756,0,files-990PF;private-foundation:04;name:foundation
40,874042732,THOMAS D AND PATSY K HOSMAN FAMILY FOUNDATION INC,Englewood,Sarasota,34224,P20,Y,04,494486,157267,0,files-990PF;private-foundation:04;name:foundation
40,842250099,LEMON BAY SUNRISE ROTARY YOUTH ENDOWMENT TRUST,Englewood,Sarasota,34223,T50,,15,462623,16004,16004,name:service-club;name:foundation
40,043575992,DAVIS FAMILY FOUNDATION,Nokomis,Sarasota,34275,T90,Y,04,461481,243726,0,files-990PF;private-foundation:04;name:foundation
40,226042649,GEORGE BARRIE FOUNDATION INC,Sarasota,Sarasota,34236,,Y,04,431614,210636,0,files-990PF;private-foundation:04;name:foundation
40,463417140,ALLAN D SUTTON AND ANITA SUTTON FAMILY FOUNDATION INC,Sarasota,Sarasota,34234,P99,Y,04,431175,83128,0,files-990PF;private-foundation:04;name:foundation
40,136216916,SIMON AND STELLA SHEIB FOUNDATION,Sarasota,Sarasota,34243,,Y,04,409686,317814,0,files-990PF;private-foundation:04;name:foundation
40,873898512,FREDERICK A AND SUSAN HOSMAN FAMILY FOUNDATION INC,Englewood,Sarasota,34223,P12,Y,04,407199,42914,0,files-990PF;private-foundation:04;name:foundation
40,592687165,ROTARY CLUB OF SARASOTA BAY FOUNDATION INC,Sarasota,Sarasota,34230,,,15,405534,31929,31929,name:service-club;name:foundation
40,266690290,JOSEPH B AND NANCY M TYNAN FAMILY FOUNDATION,Holmes Beach,Manatee,34217,T90,Y,04,393250,125038,0,files-990PF;private-foundation:04;name:foundation
40,994164183,STEVE AND JUDY COX FOUNDATION 2 INC,Bradenton,Manatee,34203,P12,Y,04,390167,500000,0,files-990PF;private-foundation:04;name:foundation
40,824709073,VICTOR P AND PATRICIA S MANNING FAMILY FOUNDATION,Venice,Sarasota,34284,,Y,04,360732,65139,0,files-990PF;private-foundation:04;name:foundation
40,650687492,GREATER SARASOTA SERTOMA FOUNDATION INC,Sarasota,Sarasota,34236,E60,,15,359261,102905,102905,name:service-club;name:foundation
40,222766098,STONY BROOK FOUNDATION INC,Sarasota,Sarasota,34236,,Y,04,344905,151859,0,files-990PF;private-foundation:04;name:foundation
40,364960654,JONES FAMILY CHARITABLE FOUNDATION INC,Sarasota,Sarasota,34231,T50,Y,04,332051,20730,0,files-990PF;private-foundation:04;name:foundation
40,873273058,DAVID J AND SHARON L KENWORTHY FAMILY FOUNDATION INC,Sarasota,Sarasota,34236,P30,Y,04,323076,128693,0,files-990PF;private-foundation:04;name:foundation
40,650314860,JOHN O & HELEN YOUNGER CHARITABLE TRUST,Sarasota,Sarasota,34236,,Y,04,320591,173473,0,files-990PF;private-foundation:04;name:foundation
40,472565674,GRATEFUL HEARTS CHARITABLE TRUST,Venice,Sarasota,34285,X20,Y,04,294602,333987,0,files-990PF;private-foundation:04;name:foundation
40,871559529,THOMAS J ZANIOS III FOUNDATION,Osprey,Sarasota,34229,P20,Y,04,262016,127621,0,files-990PF;private-foundation:04;name:foundation
40,136174445,GONDELMAN FOUNDATION INC,Longboat Key,Sarasota,34228,,Y,04,253704,247535,0,files-990PF;private-foundation:04;name:foundation
40,237750564,THE PAPERNICK FAMILY FOUNDATION,Longboat Key,Sarasota,34228,,Y,04,212893,19917,0,files-990PF;private-foundation:04;name:foundation
40,383126025,LARRY AND DORIS KELLY FOUNDATION,Sarasota,Sarasota,34235,,Y,04,209441,109043,0,files-990PF;private-foundation:04;name:foundation
40,436319120,H & R CHARITABLE FOUNDATION,Sarasota,Sarasota,34238,,Y,04,163379,26630,0,files-990PF;private-foundation:04;name:foundation
40,592238543,KIWANIS CLUB OF LONGBOAT KEY FOUNDATION INC,Longboat Key,Sarasota,34228,,,15,153854,112305,69156,name:service-club;name:foundation
40,237044641,THE AURORA FOUNDATION,Bradenton,Manatee,34212,,Y,04,134685,5128,0,files-990PF;private-foundation:04;name:foundation
40,133373753,THE SOUL SUPPORT FOUNDATION INC,Sarasota,Sarasota,34231,,Y,04,133736,69855,0,files-990PF;private-foundation:04;name:foundation
40,562417801,JIMMY DEVELLANO FOUNDATION INC,Sarasota,Sarasota,34236,X22,Y,04,132162,300000,0,files-990PF;private-foundation:04;name:foundation
40,566061641,THE JANE FAMILY FOUNDATION,Sarasota,Sarasota,34240,,Y,04,120631,14260,0,files-990PF;private-foundation:04;name:foundation
40,366053795,HOLLAND FOUNDATION INC,Longboat Key,Sarasota,34228,,Y,04,86877,5284,0,files-990PF;private-foundation:04;name:foundation
40,452041318,ROTARY CLUB OF SARASOTA SOUTHSIDE FOUNDATION INC,Sarasota,Sarasota,34236,H12,,15,86653,105911,85727,name:service-club;name:foundation
40,582436064,INDIA BENTON LESSER FOUNDATION,Sarasota,Sarasota,34240,T11,Y,04,74792,70147,0,files-990PF;private-foundation:04;name:foundation
40,341919765,BLESSED FOUNDATION,Bradenton,Manatee,34202,K30,Y,04,61918,1728,0,files-990PF;private-foundation:04;name:foundation
40,825458678,KRETZMER FAMILY CHARITABLE FOUNDATION INC,Sarasota,Sarasota,34236,T90,Y,04,60876,1863529,0,files-990PF;private-foundation:04;name:foundation
40,842039141,LEMON BAY SUNRISE ROTARY FOUNDATION INC,Englewood,Sarasota,34223,T50,,15,59779,149233,87156,name:service-club;name:foundation
40,366169189,SHELDON J SANDMAN FAMILY FOUNDATION,Siesta Key,Sarasota,34242,,Y,04,40823,42454,0,files-990PF;private-foundation:04;name:foundation
40,592570514,ASHBY FOUNDATION INC,Sarasota,Sarasota,34236,,Y,04,40265,1803,0,files-990PF;private-foundation:04;name:foundation
40,465520735,HAROLD & MURIEL BERKMAN CHARITABLE FOUNDATION INC,Lakewood Ranch,Manatee,34202,P99,Y,04,34611,93266,0,files-990PF;private-foundation:04;name:foundation
40,823795197,FEEDING HOMELESS FELINES FOUNDATION,Sarasota,Sarasota,34239,D20,Y,03,29369,53262,0,files-990PF;private-foundation:03;name:foundation
40,596214460,GLOBAL EXPEDITIONS GROUP FOUNDATION INC,Sarasota,Sarasota,34236,,Y,04,21689,1,0,files-990PF;private-foundation:04;name:foundation
40,470738977,JULIET M HANSON FOUNDATION,Sarasota,Sarasota,34233,,Y,04,21030,1488,0,files-990PF;private-foundation:04;name:foundation
40,571185227,INTERNATIONAL BODYTALK FOUNDATION INC,Nokomis,Sarasota,34275,H05,Y,04,16428,3189,0,files-990PF;private-foundation:04;name:foundation
40,436028906,PRICE FOUNDATION,Sarasota,Sarasota,34232,,Y,04,16320,111,0,files-990PF;private-foundation:04;name:foundation
40,934865681,TREY DESENBERG CHARITABLE FOUNDATION INC,Sarasota,Sarasota,34230,P20,Y,04,8635,18458,0,files-990PF;private-foundation:04;name:foundation
40,823721645,MICHAEL AND LORETTA RUSSO FOUNDATION INC,Sarasota,Sarasota,34240,P20,Y,04,8409,34315,0,files-990PF;private-foundation:04;name:foundation
40,592304897,KIWANIS CLUB OF ANNA MARIA ISLAND FOUNDATION INC,Holmes Beach,Manatee,34217,,,15,6500,6500,6500,name:service-club;name:foundation
40,363650553,LIBMAN FAMILY FOUNDATION 220 N SHELDON ST ARCOLA,Longboat Key,Sarasota,34228,,Y,04,5530,61710,0,files-990PF;private-foundation:04;name:foundation
40,010678905,ALL THE BUNNIES FOUNDATION INC,Sarasota,Sarasota,34237,E70,Y,03,4560,2510,0,files-990PF;private-foundation:03;name:foundation
40,846977087,ODDANGELS FOUNDATION,Longboat Key,Sarasota,34228,A20,Y,04,4441,70,0,files-990PF;private-foundation:04;name:foundation
40,993947419,THE SWORD AND THE TROWEL FOUNDATION INC,Longboat Key,Sarasota,34228,X20,Y,04,4416,5540,0,files-990PF;private-foundation:04;name:foundation
40,311774144,BRINCK FAMILY FOUNDATION INC,Holmes Beach,Manatee,34217,E400,Y,04,3012,1000,0,files-990PF;private-foundation:04;name:foundation
40,460941980,GARRETT FAMILY FOUNDATION,Bradenton,Manatee,34201,O50,Y,04,2942,1800,0,files-990PF;private-foundation:04;name:foundation
40,472786522,GURRENTZ FAMILY FOUNDATION INC,Longboat Key,Sarasota,34228,X20,Y,04,2752,1541,0,files-990PF;private-foundation:04;name:foundation
40,460556767,NEIMAN FAMILY FOUNDATION,Bradenton,Manatee,34203,X20,Y,04,2183,66903,0,files-990PF;private-foundation:04;name:foundation
40,462905076,CONSNEGO FOUNDATION,Sarasota,Sarasota,34243,T11,Y,04,1623,4775,0,files-990PF;private-foundation:04;name:foundation
40,863077455,RAMSAY FAMILY FOUNDATION,Venice,Sarasota,34293,P99,Y,04,1000,1,0,files-990PF;private-foundation:04;name:foundation
40,650281614,CHARLOTTE GEYER FOUNDATION,Sarasota,Sarasota,34236,,Y,04,736,318123,0,files-990PF;private-foundation:04;name:foundation
40,472075674,EDNA MAY FAIRBANKS FOUNDATION INC,Bradenton,Manatee,34203,G84,Y,04,1,1,0,files-990PF;private-foundation:04;name:foundation
40,593629517,BILL AND MARY LOU JOHSON FAMILY FOUNDATION INC,Longboat Key,Sarasota,34228,,Y,04,1,1,0,files-990PF;private-foundation:04;name:foundation
40,884100087,STREETS OF GLORY FAMILY FOUNDATION,Bradenton,Manatee,34208,I11,Y,04,1,5000,0,files-990PF;private-foundation:04;name:foundation
40,996648173,SHIRLEY M SONTHEIMER FAMILY FOUNDATION UAD 06-21-2024,Bradenton,Manatee,34202,T90,Y,04,1,1,0,files-990PF;private-foundation:04;name:foundation
40,300575369,THE KIWANIS CLUB OF MANATEE SUNRISE FOUNDATION INC,Bradenton,Manatee,34206,P30,,16,0,0,0,name:service-club;name:foundation
40,332453834,FRANK J & LENORA DUPUIS CHARITABLE FOUNDATION,Osprey,Sarasota,34229,P20,Y,04,0,0,0,files-990PF;private-foundation:04;name:foundation
40,333375135,STEVEN AND ELEANOR HAUSSIER FOUNDATION INC,Longboat Key,Sarasota,34228,P99,Y,04,0,0,0,files-990PF;private-foundation:04;name:foundation
40,352808066,ROCKYS FOUNDATION INC,North Port,Sarasota,34286,L01,Y,04,0,0,0,files-990PF;private-foundation:04;name:foundation
40,392212892,LIBBY AND RICK RENICK FOUNDATION INC,Sarasota,Sarasota,34241,O99,Y,04,0,0,0,files-990PF;private-foundation:04;name:foundation
40,542067657,SIESTA KEY KIWANIS CLUB FOUNDATION INC,Sarasota,Sarasota,34238,P80,,16,0,0,0,name:service-club;name:foundation
40,592307765,SARASOTA GULF GATE ROTARY FOUNDATION INC,Sarasota,Sarasota,34231,,,16,0,0,0,name:service-club;name:foundation
40,592812994,ROTARY CLUB OF SARASOTA SUNRISE FOUNDATION INC,Sarasota,Sarasota,34230,,,15,0,0,0,name:service-club;name:foundation
40,650123355,SUNCOAST OPTIMIST FOUNDATION INC,Sarasota,Sarasota,34237,,,15,0,0,0,name:service-club;name:foundation
40,812483095,KIWANIS FOUNDATION OF ENGLEWOOD-CAPE HAZE,Englewood,Sarasota,34224,T50,,16,0,0,0,name:service-club;name:foundation
40,831972432,KIWANIS FOUNDATION OF NORTH PORT INC,North Port,Sarasota,34290,,,16,0,0,0,name:service-club;name:foundation
40,841866751,HAYG FOUNDATION INC,Longboat Key,Sarasota,34228,Q33,Y,04,0,0,0,files-990PF;private-foundation:04;name:foundation
40,842057438,KIWANIS CLUB OF VENICE FLORIDA FOUNDATION INC,Nokomis,Sarasota,34275,P30,,16,0,0,0,name:service-club;name:foundation
40,861855950,ROTARY CLUB OF ENGLEWOOD FOUNDATION INC,Englewood,Sarasota,34295,T50,,16,0,0,0,name:service-club;name:foundation
40,862322939,ANYA ELYSE LA MAR FOUNDATION INC,Venice,Sarasota,34292,G12,Y,03,0,0,0,files-990PF;private-foundation:03;name:foundation
40,863874040,LEMON BAY ATHLETICS FOUNDATION INC,Englewood,Sarasota,34224,N12,Y,04,0,0,0,files-990PF;private-foundation:04;name:foundation
40,931825777,ONCC FOUNDATION INC,Sarasota,Sarasota,34238,T50,Y,04,0,0,0,files-990PF;private-foundation:04;name:foundation
40,932243879,NEIL HUMPHREY SR FOUNDATION,Sarasota,Sarasota,34234,O12,Y,04,0,0,0,files-990PF;private-foundation:04;name:foundation
40,934133207,LIV FOUNDATION INC,Sarasota,Sarasota,34242,H30,Y,04,0,0,0,files-990PF;private-foundation:04;name:foundation
40,934376756,HURRICANE BASKETBALL BOOSTERS CLUB,Bradenton,Manatee,34205,N12,Y,04,0,0,0,files-990PF;private-foundation:04;name:alumni/booster
40,991225329,SINCERE CARE FOUNDATION,Bradenton,Manatee,34210,E11,Y,04,0,0,0,files-990PF;private-foundation:04;name:foundation
38,921284211,KIDS ARK ABC,Sarasota,Sarasota,34238,B99,Y,04,1208730,1343081,0,files-990PF;private-foundation:04;ntee-education:B99
38,656180303,LESLIE P OBERLEDER PROFESSOR OF GERIATRIC MEDICINE,Venice,Sarasota,34292,B99Z,Y,04,464196,154808,0,files-990PF;private-foundation:04;ntee-education:B99Z
38,831919219,HOLLYS HOPE OF NORTH PORT,North Port,Sarasota,34287,B01,Y,04,22401,2808,0,files-990PF;private-foundation:04;ntee-education:B01
38,824074295,GLOBE LEADERSHIP,Bradenton,Manatee,34211,B99,Y,04,1720,103679,0,files-990PF;private-foundation:04;ntee-education:B99
38,333028194,HEALING HEARTS WITH HOOVES INC,Bradenton,Manatee,34209,B28,Y,04,0,0,0,files-990PF;private-foundation:04;ntee-education:B28
38,883912458,FLORIDA GONSTEAD CHIROPRACTIC SOCIETY INC,Sarasota,Sarasota,34233,B90,Y,04,0,0,0,files-990PF;private-foundation:04;ntee-education:B90
38,934415775,GOD RAISING INCREDIBLE PARENTS INC,Sarasota,Sarasota,34231,B90,Y,04,0,0,0,files-990PF;private-foundation:04;ntee-education:B90
38,991603184,HELPALLVETS,Venice,Sarasota,34293,B12,Y,04,0,0,0,files-990PF;private-foundation:04;ntee-education:B12
35,592749952,NORMAN E PETERSON AND DIANA LAGER PETERSON EDUCATIONAL FUND INC,Sarasota,Sarasota,34235,,Y,04,1100818,351984,0,files-990PF;private-foundation:04;name:education
35,815170404,FROM CRADLE TO COLLEGE FOUNDATION,Palmetto,Manatee,34220,T30,,15,194913,328000,328000,ntee-grantmaker:T30;name:foundation;name:education
35,851620895,WHOLEHEARTED EDUCATION INC,Sarasota,Sarasota,34235,A90,Y,04,0,0,0,files-990PF;private-foundation:04;name:education
33,273308970,COREY TINDALL MEMORIAL SPEECH & DEBATE FUND,Sarasota,Sarasota,34241,B11,,15,0,0,0,name:memorial-fund;ntee-education:B11
30,943059858,GALASHIELS FUND LTD,Sarasota,Sarasota,34236,,Y,04,150611966,26450199,0,files-990PF;private-foundation:04
30,274357830,NEMA FOUNDATION INC,Sarasota,Sarasota,34234,T30,,15,32581469,43309295,30496474,ntee-grantmaker:T30;name:foundation
30,926200770,DR LARRY & ANN LAIKS CHARITABLE TR UAD 31 OCT 2000 AS AMENDED,Sarasota,Sarasota,34236,H30,Y,04,18377456,8440742,0,files-990PF;private-foundation:04
30,202182079,ALL STAR CHILDRENS FOUNDATION INC,Sarasota,Sarasota,34235,T12,,15,10538367,4016613,3854498,ntee-grantmaker:T12;name:foundation
30,650771320,ST STEPHENS EPISCOPAL SCHOOL ENDOWMENT FUND TR,Bradenton,Manatee,34209,T22Z,,17,8321546,2155893,323922,ntee-grantmaker:T22Z;name:foundation
30,330365751,CENTER FOR FAITH AND FREEDOM INC,Lakewood Ranch,Manatee,34202,X80,Y,04,7615698,990616,0,files-990PF;private-foundation:04
30,270328538,MARIETTA MUSEUM OF ART & WHIMSY INC,Sarasota,Sarasota,34234,A50,Y,03,5936595,2267601,0,files-990PF;private-foundation:03
30,753109465,BRADENTON MISSIONARY VILLAGE INC,Bradenton,Manatee,34212,L20,Y,04,4126820,2301602,0,files-990PF;private-foundation:04
30,590826963,SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS OF MANATEE CO,Bradenton,Manatee,34205,,Y,03,4067365,1737668,0,files-990PF;private-foundation:03
30,582611428,LORDSHIP FOUNDATION INC,Sarasota,Sarasota,34234,T20,,15,3318623,723107,542603,ntee-grantmaker:T20;name:foundation
30,650027497,ENGLEWOOD LODGE NO 1933 LOYAL ORDER OF MOOSE,Englewood,Sarasota,34223,,,00,3145485,3025881,1837193,name:service-club
30,853274231,PATRIOT HILL RANCH INC,Parrish,Manatee,34219,W30,Y,03,3005678,424450,0,files-990PF;private-foundation:03
30,591306916,VENICE LODGE NO 1308 LOYAL ORDER OF MOOSE,Venice,Sarasota,34292,,,00,2731162,2294981,1497666,name:service-club
